id,name_clean,name_last_first,name_key,country_clean,country_key,appearance_count,years,medals_by_year,rank_averages_by_year,percentiles_by_year,contestant_ids,name_variants,country_variants
1474,Doriush Khayridinov,"Khayridinov, Doriush",doriush khayridinov,Tajikistan,tajikistan,1,2018,2018:Gold,2018:3,2018:0.9904458599,TJK2C03,Doriush Khairidinov,Tajikistan
1475,Emomalijon Murodzoda,"Murodzoda, Emomalijon",emomalijon murodzoda,Tajikistan,tajikistan,1,2018,2018:Merit,2018:177.5,2018:0.4347133758,TJK2C04,,Tajikistan
1476,Faiziddin Babamurodov,"Babamurodov, Faiziddin",faiziddin babamurodov,Tajikistan,tajikistan,1,2019,2019:Merit,2019:153.5,2019:0.3980392157,TAJ2A02,,Tajikistan
1477,Fariz Dekhoti,"Dekhoti, Fariz",fariz dekhoti,Tajikistan,tajikistan,1,2018,2018:Merit,2018:131.5,2018:0.5812101911,TJK2C01,,Tajikistan
1478,Ibrohim Khalifaev,"Khalifaev, Ibrohim",ibrohim khalifaev,Tajikistan,tajikistan,1,2023,2023:Bronze,2023:109,2023:0.6461038961,TJK2A-P02,,Tajikistan
1479,Izatullo Abdulloev,"Abdulloev, Izatullo",izatullo abdulloev,Tajikistan,tajikistan,1,2016,2016:Merit,2016:166,2016:0.3664122137,TJK-SP-C24,,Tajikistan
1480,Izatullo Ismatov,"Ismatov, Izatullo",izatullo ismatov,Tajikistan,tajikistan,1,2022,2022:Merit,2022:166,2022:0.4236111111,TJK2A-P04,,Tajikistan
1481,Jamshed Rustamov,"Rustamov, Jamshed",jamshed rustamov,Tajikistan,tajikistan,1,2017,2017:Silver,2017:53.5,2017:0.8210702341,TJK2A03,,Tajikistan
1482,Mashraf Inomov,"Inomov, Mashraf",mashraf inomov,Tajikistan,tajikistan,1,2021,2021:Merit,2021:163,2021:0.4775641026,TJK2A-P02,,Tajikistan
1483,Mehrubon Yusupov,"Yusupov, Mehrubon",mehrubon yusupov,Tajikistan,tajikistan,1,2023,2023:Bronze,2023:78,2023:0.7467532468,TJK2A-P04,,Tajikistan
1484,Muhammad Khushbakhtov,"Khushbakhtov, Muhammad",muhammad khushbakhtov,Tajikistan,tajikistan,1,2023,2023:Merit,2023:186,2023:0.3961038961,TJK2B-P03,,Tajikistan
1485,Muhammadidris Saymuhudinzoda,"Saymuhudinzoda, Muhammadidris",muhammadidris saymuhudinzoda,Tajikistan,tajikistan,1,2022,2022:Merit,2022:131,2022:0.5451388889,TJK2A-P01,,Tajikistan
1486,Muhammadrasul Shernazarov,"Shernazarov, Muhammadrasul",muhammadrasul shernazarov,Tajikistan,tajikistan,1,2022,2022:Merit,2022:131,2022:0.5451388889,TJK2A-P03,,Tajikistan
1487,Olimdzhon Tukhtarov,"Tukhtarov, Olimdzhon",olimdzhon tukhtarov,Tajikistan,tajikistan,2,2021;2022,2021:Merit;2022:Silver,2021:193;2022:51,2021:0.3814102564;2022:0.8229166667,TJK2A-P01;TJK2A-P02,Olimzhon Tukhtarov,Tajikistan
1488,Raufdzhon Dadabaev,"Dadabaev, Raufdzhon",raufdzhon dadabaev,Tajikistan,tajikistan,1,2017,2017:Silver,2017:53.5,2017:0.8210702341,TJK2B03,,Tajikistan
1489,Shakhrom Aminov,"Aminov, Shakhrom",shakhrom aminov,Tajikistan,tajikistan,2,2017;2018,2017:Merit;2018:Merit,2017:132;2018:131.5,2017:0.5585284281;2018:0.5812101911,TJK2C02;TJK2B02,,Tajikistan
1490,Shokhrukhdzhon Isomatov,"Isomatov, Shokhrukhdzhon",shokhrukhdzhon isomatov,Tajikistan,tajikistan,1,2016,2016:Bronze,2016:97,2016:0.6297709924,TJK-SP-A09,,Tajikistan
1491,Sino Sharifov,"Sharifov, Sino",sino sharifov,Tajikistan,tajikistan,1,2019,2019:Merit,2019:153.5,2019:0.3980392157,TAJ2A03,,Tajikistan
1492,Sino Sharopov,"Sharopov, Sino",sino sharopov,Tajikistan,tajikistan,1,2023,2023:Bronze,2023:78,2023:0.7467532468,TJK2A-P01,,Tajikistan
1493,Sulaymon Khotamov,"Khotamov, Sulaymon",sulaymon khotamov,Tajikistan,tajikistan,1,2018,2018:Merit,2018:177.5,2018:0.4347133758,TJK2A03,,Tajikistan
1494,Sunat Saidov,"Saidov, Sunat",sunat saidov,Tajikistan,tajikistan,2,2017;2018,2017:Merit;2018:Merit,2017:162;2018:177.5,2017:0.4581939799;2018:0.4347133758,TJK2C03;TJK2B01,,Tajikistan
1495,Timur Usmonov,"Usmonov, Timur",timur usmonov,Tajikistan,tajikistan,1,2018,2018:Bronze,2018:64,2018:0.7961783439,TJK2A04,,Tajikistan
1496,Umedjon Ikromov,"Ikromov, Umedjon",umedjon ikromov,Tajikistan,tajikistan,1,2016,2016:Merit,2016:122.5,2016:0.5324427481,TJK-SP-B12,,Tajikistan
1497,Voris Rahimov,"Rahimov, Voris",voris rahimov,Tajikistan,tajikistan,2,2017;2018,2017:Merit;2018:Gold,2017:162;2018:21.5,2017:0.4581939799;2018:0.9315286624,TJK2C04;TJK2A01,,Tajikistan
1498,Achiraya Damri,"Damri, Achiraya",achiraya damri,Thailand,thailand,1,2022,2022:Bronze,2022:75,2022:0.7395833333,THA2D-P01,,Thailand
1499,Angkul Pitaksa,"Pitaksa, Angkul",angkul pitaksa,Thailand,thailand,1,2022,2022:Bronze,2022:102.5,2022:0.6440972222,THA2D-P04,,Thailand
1500,Anupap Chauyjaroensuk,"Chauyjaroensuk, Anupap",anupap chauyjaroensuk,Thailand,thailand,1,2013,2013:Merit,2013:126.5,2013:0.5697278912,,,Thailand
1501,Athicha Santilinon,"Santilinon, Athicha",athicha santilinon,Thailand,thailand,1,2014,2014:Merit,2014:135,2014:0.5820433437,THA2A01,,Thailand
1502,Athikan Lorvanitcharat,"Lorvanitcharat, Athikan",athikan lorvanitcharat,Thailand,thailand,1,2016,2016:Merit,2016:166,2016:0.3664122137,THA-SP-D40,,Thailand
1503,Atigunt Hualcharoenthon,"Hualcharoenthon, Atigunt",atigunt hualcharoenthon,Thailand,thailand,1,2018,2018:Merit,2018:131.5,2018:0.5812101911,THA2C04,,Thailand
1504,Bhumeka Kaomongkolgit,"Kaomongkolgit, Bhumeka",bhumeka kaomongkolgit,Thailand,thailand,1,2022,2022:Merit,2022:166,2022:0.4236111111,THA2B-P02,,Thailand
1505,Chakrit Luangchan,"Luangchan, Chakrit",chakrit luangchan,Thailand,thailand,1,2016,2016:Merit,2016:144.5,2016:0.4484732824,THA-SP-D37,,Thailand
1506,Chayapon Tungwilaisathian,"Tungwilaisathian, Chayapon",chayapon tungwilaisathian,Thailand,thailand,1,2023,2023:Merit,2023:157,2023:0.4902597403,THA2B-P03,,Thailand
1507,Chayut Chunthirapong,"Chunthirapong, Chayut",chayut chunthirapong,Thailand,thailand,1,2017,2017:Merit,2017:162,2017:0.4581939799,THA2D01,,Thailand
1508,Chayut Wongvichayaporn,"Wongvichayaporn, Chayut",chayut wongvichayaporn,Thailand,thailand,1,2017,2017:Bronze,2017:76,2017:0.745819398,THA2B04,,Thailand
1509,Deedee Pradistakul,"Pradistakul, Deedee",deedee pradistakul,Thailand,thailand,1,2017,2017:Silver,2017:53.5,2017:0.8210702341,THA2A01,,Thailand
1510,Ethan Chen,"Chen, Ethan",ethan chen,Thailand,thailand,1,2023,2023:Gold,2023:16.5,2023:0.9464285714,THA2A-P04,,Thailand
1511,Goravit Ruangrit,"Ruangrit, Goravit",goravit ruangrit,Thailand,thailand,1,2015,2015:Merit,2015:161.5,2015:0.4756493506,THA2C01,,Thailand
1512,Hirun Hengrojanasophon,"Hengrojanasophon, Hirun",hirun hengrojanasophon,Thailand,thailand,1,2018,2018:Bronze,2018:96.5,2018:0.6926751592,THA2A04,,Thailand
1513,Issari Ghetthalea,"Ghetthalea, Issari",issari ghetthalea,Thailand,thailand,1,2019,2019:Silver,2019:30,2019:0.8823529412,THA2D03,,Thailand
1514,Jednipit Porapakpenjul,"Porapakpenjul, Jednipit",jednipit porapakpenjul,Thailand,thailand,1,2015,2015:Silver,2015:58,2015:0.8116883117,THA2D03,,Thailand
1515,Jirapatch Phutdee,"Phutdee, Jirapatch",jirapatch phutdee,Thailand,thailand,1,2022,2022:Silver,2022:34.5,2022:0.8802083333,THA2A-P02,,Thailand
1516,Kamonchai Siriphiphatcharoen,"Siriphiphatcharoen, Kamonchai",kamonchai siriphiphatcharoen,Thailand,thailand,1,2013,2013:Silver,2013:33,2013:0.887755102,,,Thailand
1517,Kanissorn Kiratipongvoot,"Kiratipongvoot, Kanissorn",kanissorn kiratipongvoot,Thailand,thailand,1,2018,2018:Merit,2018:177.5,2018:0.4347133758,THA2D03,,Thailand
1518,Kannapong Karnjanakuldumrong,"Karnjanakuldumrong, Kannapong",kannapong karnjanakuldumrong,Thailand,thailand,1,2018,2018:Merit,2018:131.5,2018:0.5812101911,THA2C01,,Thailand
1519,Kantinant Laiprasert,"Laiprasert, Kantinant",kantinant laiprasert,Thailand,thailand,1,2019,2019:Silver,2019:47.5,2019:0.8137254902,THA2D01,,Thailand
1520,Kawinkit Olankitcharoen,"Olankitcharoen, Kawinkit",kawinkit olankitcharoen,Thailand,thailand,1,2023,2023:Gold,2023:8,2023:0.974025974,THA2C-P03,,Thailand
1521,Kirakit Pintavirooj,"Pintavirooj, Kirakit",kirakit pintavirooj,Thailand,thailand,1,2016,2016:Silver,2016:37.5,2016:0.856870229,THA-SP-A26,,Thailand
1522,Kittiphop Khiansa,"Khiansa, Kittiphop",kittiphop khiansa,Thailand,thailand,1,2019,2019:Silver,2019:47.5,2019:0.8137254902,THA2C01,,Thailand
1523,Kittipong Ruamsub,"Ruamsub, Kittipong",kittipong ruamsub,Thailand,thailand,1,2016,2016:Silver,2016:37.5,2016:0.856870229,THA-SP-A25,Kittipong Ruemsub,Thailand
1524,Kongkidakorn Kaewkamnerdpong,"Kaewkamnerdpong, Kongkidakorn",kongkidakorn kaewkamnerdpong,Thailand,thailand,1,2018,2018:Bronze,2018:64,2018:0.7961783439,THA2A01,,Thailand
1525,Kopchon Sittithammachoti,"Sittithammachoti, Kopchon",kopchon sittithammachoti,Thailand,thailand,1,2014,2014:Bronze,2014:104.5,2014:0.6764705882,THA2A04,,Thailand
1526,Koraphat Wongjongjaiharn,"Wongjongjaiharn, Koraphat",koraphat wongjongjaiharn,Thailand,thailand,1,2022,2022:Bronze,2022:102.5,2022:0.6440972222,THA2B-P03,,Thailand
1527,Kornchai Kaewmongkorn,"Kaewmongkorn, Kornchai",kornchai kaewmongkorn,Thailand,thailand,1,2019,2019:Silver,2019:30,2019:0.8823529412,THA2A02,,Thailand
1528,Kornchawan Tantivisethsak,"Tantivisethsak, Kornchawan",kornchawan tantivisethsak,Thailand,thailand,1,2018,2018:Merit,2018:131.5,2018:0.5812101911,THA2A03,,Thailand
1529,Kornpholkrit Weeraarchakul,"Weeraarchakul, Kornpholkrit",kornpholkrit weeraarchakul,Thailand,thailand,1,2017,2017:Silver,2017:33.5,2017:0.8879598662,THA2B02,,Thailand
1530,Krit Wichaipruck,"Wichaipruck, Krit",krit wichaipruck,Thailand,thailand,1,2022,2022:Silver,2022:51,2022:0.8229166667,THA2A-P04,,Thailand
1531,Kritkajohn Thitada,"Thitada, Kritkajohn",kritkajohn thitada,Thailand,thailand,1,2014,2014:Merit,2014:135,2014:0.5820433437,THA2D02,,Thailand
1532,Krittidet Ukanchanakitti,"Ukanchanakitti, Krittidet",krittidet ukanchanakitti,Thailand,thailand,1,2021,2021:Bronze,2021:92.5,2021:0.703525641,THA2A-P03,,Thailand
1533,Krittin Prechachaisurat,"Prechachaisurat, Krittin",krittin prechachaisurat,Thailand,thailand,1,2015,2015:Gold,2015:5.5,2015:0.9821428571,THA2C03,,Thailand
1534,La-Orrat Auppakhun,"Auppakhun, La-Orrat",la orrat auppakhun,Thailand,thailand,1,2013,2013:Silver,2013:54.5,2013:0.8146258503,,,Thailand
1535,Machima Pennukoon,"Pennukoon, Machima",machima pennukoon,Thailand,thailand,1,2016,2016:Merit,2016:122.5,2016:0.5324427481,THA-SP-C36,,Thailand
1536,Manapon Tungthangthum,"Tungthangthum, Manapon",manapon tungthangthum,Thailand,thailand,1,2023,2023:Silver,2023:55,2023:0.8214285714,THA2C-P01,,Thailand
1537,Matawee Leelalertwong,"Leelalertwong, Matawee",matawee leelalertwong,Thailand,thailand,1,2017,2017:Silver,2017:53.5,2017:0.8210702341,THA2E01,,Thailand
1538,Nadol Artsavarungnirand,"Artsavarungnirand, Nadol",nadol artsavarungnirand,Thailand,thailand,1,2022,2022:Bronze,2022:102.5,2022:0.6440972222,THA2C-P03,,Thailand
1539,Narabode Watcharapreechanon,"Watcharapreechanon, Narabode",narabode watcharapreechanon,Thailand,thailand,1,2014,2014:Silver,2014:39,2014:0.8792569659,THA2A02,,Thailand
1540,Narathip Vidtayaprechapon,"Vidtayaprechapon, Narathip",narathip vidtayaprechapon,Thailand,thailand,1,2014,2014:Bronze,2014:80,2014:0.7523219814,THA2C03,,Thailand
1541,Natakorn Koomman,"Koomman, Natakorn",natakorn koomman,Thailand,thailand,1,2019,2019:Silver,2019:47.5,2019:0.8137254902,THA2B01,,Thailand
1542,Natchanon Sonuch,"Sonuch, Natchanon",natchanon sonuch,Thailand,thailand,1,2016,2016:Gold,2016:1.5,2016:0.9942748092,THA-SP-D38,,Thailand
1543,Nattaphat Phattanapiradech,"Phattanapiradech, Nattaphat",nattaphat phattanapiradech,Thailand,thailand,1,2018,2018:Bronze,2018:64,2018:0.7961783439,THA2D01,Nattaphat Pathanapiradech,Thailand
1544,Nattawat Booramaitree,"Booramaitree, Nattawat",nattawat booramaitree,Thailand,thailand,1,2023,2023:Merit,2023:157,2023:0.4902597403,THA2D-P01,,Thailand
1545,Natthanipat Jaipluem,"Jaipluem, Natthanipat",natthanipat jaipluem,Thailand,thailand,1,2015,2015:Merit,2015:161.5,2015:0.4756493506,THA2B02,,Thailand
1546,Natthapong Sriwattana,"Sriwattana, Natthapong",natthapong sriwattana,Thailand,thailand,1,2022,2022:Merit,2022:166,2022:0.4236111111,THA2C-P04,,Thailand
1547,Natthawat Tanphibool,"Tanphibool, Natthawat",natthawat tanphibool,Thailand,thailand,1,2019,2019:Bronze,2019:66.5,2019:0.7392156863,THA2C02,,Thailand
1548,Nawapon Sangsiri,"Sangsiri, Nawapon",nawapon sangsiri,Thailand,thailand,1,2014,2014:Silver,2014:39,2014:0.8792569659,THA2B01,,Thailand
1549,Nipat Juntarapomdach,"Juntarapomdach, Nipat",nipat juntarapomdach,Thailand,thailand,1,2016,2016:Gold,2016:10.5,2016:0.9599236641,THA-SP-B29,,Thailand
1550,Nithid Anchaleenukoon,"Anchaleenukoon, Nithid",nithid anchaleenukoon,Thailand,thailand,2,2015;2016,2015:Silver;2016:Silver,2015:33.5;2016:20.5,2015:0.8912337662;2016:0.9217557252,THA2C04;THA-SP-E42,,Thailand
1551,Nitiphum Sukchai,"Sukchai, Nitiphum",nitiphum sukchai,Thailand,thailand,1,2014,2014:Bronze,2014:104.5,2014:0.6764705882,THA2C02,,Thailand
1552,Nitipon Trimaitreepituk,"Trimaitreepituk, Nitipon",nitipon trimaitreepituk,Thailand,thailand,1,2015,2015:Gold,2015:20,2015:0.9350649351,THA2D04,,Thailand
1553,Nonya Kangwanteerawat,"Kangwanteerawat, Nonya",nonya kangwanteerawat,Thailand,thailand,1,2013,2013:Silver,2013:21,2013:0.9285714286,,,Thailand
1554,Nutdanai Kulima,"Kulima, Nutdanai",nutdanai kulima,Thailand,thailand,1,2018,2018:Bronze,2018:96.5,2018:0.6926751592,THA2B01,,Thailand
1555,Nuttaphol Sriaroonlak,"Sriaroonlak, Nuttaphol",nuttaphol sriaroonlak,Thailand,thailand,1,2019,2019:Merit,2019:109,2019:0.5725490196,THA2A01,,Thailand
1556,Nuttapoom Bamrungchookiat,"Bamrungchookiat, Nuttapoom",nuttapoom bamrungchookiat,Thailand,thailand,1,2016,2016:Silver,2016:20.5,2016:0.9217557252,THA-SP-E41,,Thailand
1557,Pachara Assawaphadungsit,"Assawaphadungsit, Pachara",pachara assawaphadungsit,Thailand,thailand,1,2017,2017:Silver,2017:33.5,2017:0.8879598662,THA2D03,,Thailand
1558,Pakin Olanraktham,"Olanraktham, Pakin",pakin olanraktham,Thailand,thailand,1,2023,2023:Merit,2023:157,2023:0.4902597403,THA2A-P01,,Thailand
1559,Panthat Addoddorn,"Addoddorn, Panthat",panthat addoddorn,Thailand,thailand,1,2023,2023:Bronze,2023:109,2023:0.6461038961,THA2C-P04,,Thailand
1560,Panus Yaowaretthakerngkit,"Yaowaretthakerngkit, Panus",panus yaowaretthakerngkit,Thailand,thailand,1,2016,2016:Silver,2016:37.5,2016:0.856870229,THA-SP-F47,,Thailand
1561,Papon Lapate,"Lapate, Papon",papon lapate,Thailand,thailand,1,2015,2015:Gold,2015:2.5,2015:0.9918831169,THA2A04,,Thailand
1562,Parajaree Ung-Udonpakdee,"Ung-Udonpakdee, Parajaree",parajaree ung udonpakdee,Thailand,thailand,1,2016,2016:Bronze,2016:74,2016:0.7175572519,THA-SP-B31,,Thailand
1563,Paratat Rakkuer,"Rakkuer, Paratat",paratat rakkuer,Thailand,thailand,1,2023,2023:Merit,2023:157,2023:0.4902597403,THA2B-P02,,Thailand
1564,Parkin Pongrojpaw,"Pongrojpaw, Parkin",parkin pongrojpaw,Thailand,thailand,1,2013,2013:Silver,2013:54.5,2013:0.8146258503,,,Thailand
1565,Parthorn Ammawat,"Ammawat, Parthorn",parthorn ammawat,Thailand,thailand,1,2016,2016:Silver,2016:37.5,2016:0.856870229,THA-SP-B32,,Thailand
1566,Patanasang Pinijpichitkul,"Pinijpichitkul, Patanasang",patanasang pinijpichitkul,Thailand,thailand,1,2019,2019:Gold,2019:4,2019:0.9843137255,THA2A03,,Thailand
1567,Pathomporn Boonchuay,"Boonchuay, Pathomporn",pathomporn boonchuay,Thailand,thailand,1,2016,2016:Bronze,2016:74,2016:0.7175572519,THA-SP-F45,,Thailand
1568,Patsakorn Jirarattanasopa,"Jirarattanasopa, Patsakorn",patsakorn jirarattanasopa,Thailand,thailand,1,2019,2019:Gold,2019:14.5,2019:0.9431372549,THA2D04,,Thailand
1569,Patthadon Phengpinij,"Phengpinij, Patthadon",patthadon phengpinij,Thailand,thailand,1,2018,2018:Bronze,2018:64,2018:0.7961783439,THA2C02,,Thailand
1570,Pawat Lertsukitcha,"Lertsukitcha, Pawat",pawat lertsukitcha,Thailand,thailand,1,2022,2022:Gold,2022:11.5,2022:0.9600694444,THA2B-P04,,Thailand
1571,Pawit Wangsuekul,"Wangsuekul, Pawit",pawit wangsuekul,Thailand,thailand,1,2013,2013:Bronze,2013:101,2013:0.656462585,,,Thailand
1572,Peerawich Talan,"Talan, Peerawich",peerawich talan,Thailand,thailand,1,2023,2023:Silver,2023:55,2023:0.8214285714,THA2D-P04,,Thailand
1573,Peerawish Srlpattrapan,"Srlpattrapan, Peerawish",peerawish srlpattrapan,Thailand,thailand,1,2023,2023:Gold,2023:8,2023:0.974025974,THA2C-P02,,Thailand
1574,Perathi Wongwai,"Wongwai, Perathi",perathi wongwai,Thailand,thailand,1,2014,2014:Merit,2014:164.5,2014:0.4907120743,THA2D01,,Thailand
1575,Permrawee Tahtniyom,"Tahtniyom, Permrawee",permrawee tahtniyom,Thailand,thailand,1,2014,2014:Silver,2014:39,2014:0.8792569659,THA2B03,,Thailand
1576,Phatcharapon Kasemthamsawang,"Kasemthamsawang, Phatcharapon",phatcharapon kasemthamsawang,Thailand,thailand,1,2015,2015:Silver,2015:58,2015:0.8116883117,THA2C02,,Thailand
1577,Phattharaphon Thanaphithak,"Thanaphithak, Phattharaphon",phattharaphon thanaphithak,Thailand,thailand,1,2019,2019:Merit,2019:109,2019:0.5725490196,THA2B03,,Thailand
1578,Phonlaphat Watthanaudom,"Watthanaudom, Phonlaphat",phonlaphat watthanaudom,Thailand,thailand,2,2022;2023,2022:Merit;2023:Bronze,2022:131;2023:78,2022:0.5451388889;2023:0.7467532468,THA2B-P01;THA2B-P01,Phollaphat Watthanaudom,Thailand
1579,Phudit Thanakulkairid,"Thanakulkairid, Phudit",phudit thanakulkairid,Thailand,thailand,1,2016,2016:Bronze,2016:74,2016:0.7175572519,THA-SP-E44,,Thailand
1580,Phuthinon Waiyakool,"Waiyakool, Phuthinon",phuthinon waiyakool,Thailand,thailand,1,2014,2014:Silver,2014:39,2014:0.8792569659,THA2C01,,Thailand
1581,Pim Chotnapalai,"Chotnapalai, Pim",pim chotnapalai,Thailand,thailand,1,2016,2016:Bronze,2016:56,2016:0.786259542,THA-SP-E43,,Thailand
1582,Pipitchaya Sridam,"Sridam, Pipitchaya",pipitchaya sridam,Thailand,thailand,1,2018,2018:Gold,2018:21.5,2018:0.9315286624,THA2D04,,Thailand
1583,Pisarun Lertpunyaroj,"Lertpunyaroj, Pisarun",pisarun lertpunyaroj,Thailand,thailand,1,2016,2016:Bronze,2016:56,2016:0.786259542,THA-SP-D39,,Thailand
1584,Poomin Huansuriya,"Huansuriya, Poomin",poomin huansuriya,Thailand,thailand,1,2013,2013:Silver,2013:54.5,2013:0.8146258503,,,Thailand
1585,Poompeeratch Punpinit,"Punpinit, Poompeeratch",poompeeratch punpinit,Thailand,thailand,1,2018,2018:Bronze,2018:96.5,2018:0.6926751592,THA2B02,,Thailand
1586,Porarmee Piyakittiya,"Piyakittiya, Porarmee",porarmee piyakittiya,Thailand,thailand,1,2016,2016:Merit,2016:144.5,2016:0.4484732824,THA-SP-B30,,Thailand
1587,Prach Thaewanarumitkul,"Thaewanarumitkul, Prach",prach thaewanarumitkul,Thailand,thailand,1,2015,2015:Merit,2015:126,2015:0.5909090909,THA2A01,,Thailand
1588,Priyakorn Tungwilaisathian,"Tungwilaisathian, Priyakorn",priyakorn tungwilaisathian,Thailand,thailand,1,2018,2018:Bronze,2018:64,2018:0.7961783439,THA2A02,,Thailand
1589,Punnisa Wongvanitchakorn,"Wongvanitchakorn, Punnisa",punnisa wongvanitchakorn,Thailand,thailand,2,2021;2022,2021:Bronze;2022:Bronze,2021:92.5;2022:102.5,2021:0.703525641;2022:0.6440972222,THA2A-P02;THA2A-P03,Punnisa Wongwanitchagorn,Thailand
1590,Puttisan Korsettarat,"Korsettarat, Puttisan",puttisan korsettarat,Thailand,thailand,1,2018,2018:Merit,2018:177.5,2018:0.4347133758,THA2C03,,Thailand
1591,Puwarat Narkjanthuk,"Narkjanthuk, Puwarat",puwarat narkjanthuk,Thailand,thailand,1,2017,2017:Merit,2017:132,2017:0.5585284281,THA2B01,,Thailand
1592,Rachanon Petchoo,"Petchoo, Rachanon",rachanon petchoo,Thailand,thailand,2,2014;2015,2014:Gold;2015:Silver,2014:20.5;2015:58,2014:0.9365325077;2015:0.8116883117,THA2A03;THA2A03,,Thailand
1593,Ratchata Rattanakit,"Rattanakit, Ratchata",ratchata rattanakit,Thailand,thailand,1,2017,2017:Silver,2017:33.5,2017:0.8879598662,THA2D04,,Thailand
1594,Ruttisa Pongsinghachot,"Pongsinghachot, Ruttisa",ruttisa pongsinghachot,Thailand,thailand,2,2021;2022,2021:Silver;2022:Bronze,2021:53;2022:75,2021:0.8301282051;2022:0.7395833333,THA2A-P01;THA2C-P02,,Thailand
1595,Satu Meekaew,"Meekaew, Satu",satu meekaew,Thailand,thailand,1,2023,2023:Bronze,2023:109,2023:0.6461038961,THA2A-P02,,Thailand
1596,Sawitta Chuealee,"Chuealee, Sawitta",sawitta chuealee,Thailand,thailand,1,2019,2019:Bronze,2019:87,2019:0.6588235294,THA2C04,,Thailand
1597,Saya Dumrongsurasin,"Dumrongsurasin, Saya",saya dumrongsurasin,Thailand,thailand,1,2023,2023:Merit,2023:186,2023:0.3961038961,THA2B-P04,,Thailand
1598,Sest Sittichoketum,"Sittichoketum, Sest",sest sittichoketum,Thailand,thailand,1,2013,2013:Bronze,2013:101,2013:0.656462585,,,Thailand
1599,Siravit Hengsuvanich,"Hengsuvanich, Siravit",siravit hengsuvanich,Thailand,thailand,1,2017,2017:Bronze,2017:76,2017:0.745819398,THA2A04,,Thailand
1600,Sirawich Limpsangsri,"Limpsangsri, Sirawich",sirawich limpsangsri,Thailand,thailand,1,2019,2019:Bronze,2019:66.5,2019:0.7392156863,THA2A04,,Thailand
1601,Siriwut Siripromsombut,"Siripromsombut, Siriwut",siriwut siripromsombut,Thailand,thailand,1,2015,2015:Bronze,2015:93,2015:0.6980519481,THA2B03,,Thailand
1602,Sitsada Nakluan,"Nakluan, Sitsada",sitsada nakluan,Thailand,thailand,1,2017,2017:Bronze,2017:102,2017:0.6588628763,THA2C04,,Thailand
1603,Sorrawit Poomseetong,"Poomseetong, Sorrawit",sorrawit poomseetong,Thailand,thailand,1,2019,2019:Merit,2019:131,2019:0.4862745098,THA2B04,,Thailand
1604,Sunpakorn Sirintronsopon,"Sirintronsopon, Sunpakorn",sunpakorn sirintronsopon,Thailand,thailand,2,2013;2014,2013:Merit;2014:Silver,2013:126.5;2014:39,2013:0.5697278912;2014:0.8792569659,;THA2C04,,Thailand
1605,Supanat Suriyodorn,"Suriyodorn, Supanat",supanat suriyodorn,Thailand,thailand,1,2016,2016:Silver,2016:20.5,2016:0.9217557252,THA-SP-F48,,Thailand
1606,Supat Panchuensuk,"Panchuensuk, Supat",supat panchuensuk,Thailand,thailand,1,2013,2013:Merit,2013:155.5,2013:0.4710884354,,,Thailand
1607,Suphakrit Kotchasarn,"Kotchasarn, Suphakrit",suphakrit kotchasarn,Thailand,thailand,1,2014,2014:Gold,2014:20.5,2014:0.9365325077,THA2B04,,Thailand
1608,Suphawit Promkhot,"Promkhot, Suphawit",suphawit promkhot,Thailand,thailand,1,2015,2015:Merit,2015:126,2015:0.5909090909,THA2D01,,Thailand
1609,Suwalak Tunchaiekkul,"Tunchaiekkul, Suwalak",suwalak tunchaiekkul,Thailand,thailand,1,2015,2015:Bronze,2015:93,2015:0.6980519481,THA2B04,,Thailand
1610,Tachat Weangweera,"Weangweera, Tachat",tachat weangweera,Thailand,thailand,1,2019,2019:Bronze,2019:66.5,2019:0.7392156863,THA2B02,,Thailand
1611,Tanakorn Tangjade,"Tangjade, Tanakorn",tanakorn tangjade,Thailand,thailand,1,2022,2022:Gold,2022:11.5,2022:0.9600694444,THA2A-P01,,Thailand
1612,Tanakrit Tanasansakorn,"Tanasansakorn, Tanakrit",tanakrit tanasansakorn,Thailand,thailand,1,2017,2017:Merit,2017:162,2017:0.4581939799,THA2C03,,Thailand
1613,Tanaphat Wuttivorajinda,"Wuttivorajinda, Tanaphat",tanaphat wuttivorajinda,Thailand,thailand,1,2021,2021:Gold,2021:18,2021:0.9423076923,THA2A-P04,,Thailand
1614,Tanawin Chetsadakan,"Chetsadakan, Tanawin",tanawin chetsadakan,Thailand,thailand,1,2023,2023:Merit,2023:186,2023:0.3961038961,THA2D-P02,,Thailand
1615,Tanwong Pattamamongkolchai,"Pattamamongkolchai, Tanwong",tanwong pattamamongkolchai,Thailand,thailand,1,2017,2017:Silver,2017:22,2017:0.9264214047,THA2A02,,Thailand
1616,Tarm Santilinon,"Santilinon, Tarm",tarm santilinon,Thailand,thailand,1,2016,2016:Merit,2016:144.5,2016:0.4484732824,THA-SP-F46,,Thailand
1617,Teeratat Uranpanichakul,"Uranpanichakul, Teeratat",teeratat uranpanichakul,Thailand,thailand,1,2015,2015:Merit,2015:126,2015:0.5909090909,THA2A02,,Thailand
1618,Temchon Punthasane,"Punthasane, Temchon",temchon punthasane,Thailand,thailand,1,2014,2014:Silver,2014:60.5,2014:0.8126934985,THA2D04,,Thailand
